title,attributes
Rocketman,"cannes film festival (1), premiere (3), blank (54), london (1), toronto inside out lgbt film festival (1), new york city, new york (1), molodist international film festival (1), blu-ray release (1), dvd and blu-ray premiere (1), tv release (1), dvd premiere (1), internet (1)"
Aladdin,"paris (1), premiere (5), london (1), berlin (1), amman (1), los angeles, california (1), blank (68), re-release (1)"
Booksmart,"south by southwest film festival (1), san francisco international film festival (1), blank (34), internet (2), dvd premiere (4), kaohsiung film festival (1), film festival cologne (1), vienna international film festival (1), mar del plata film festival (1), german speaking region (1), moma - the contenders (1), rtp 1 (1), tv premiere (1)"
The Secret Life of Pets 2,"los angeles, california (1), premiere (1), blank (58), limited (1), sydney film festival (1), blu-ray release (1)"
Godzilla: King of the Monsters,"blank (64), french speaking region (1), german speaking region (1), italian speaking region (1), cineplexx, ks (1), madrid (1), premiere (1), internet (3)"
Ma,"blank (45), overlook film festival (1), motelx - lisbon international horror film festival (1), dvd and blu-ray and premiere (1), internet (1)"
Parasite,"cannes film festival (1), premiere (3), blank (52), sydney film festival (1), french speaking region (1), preview screening (1), anteo palazzo del cinema, milan (1), limited (5), karlovy vary international film festival (1), munich international film festival (1), odesa international film festival (1), jerusalem film festival (1), new horizons film festival (1), first international film festival xining (1), german speaking region (1), locarno film festival (1), sarajevo film festival (1), korean film festival in australia (1), telluride film festival (1), toronto international film festival (1), film festival oostende (1), atlantic film festival (1), international film festival cinematik (1), film by the sea film festival (2), athens film festival (1), calgary film festival (1), san sebastián film festival (1), aspen film festival (1), fantastic fest (1), beyond fest (1), bergen international film festival (1), crested butte film festival (1), charlotte film festival (1), madrid (1), subtitled version (1), filmekimi (1), busan international film festival (1), reykjavík international film festival (1), new york film festival (1), mill valley film festival (1), woodstock film festival (1), hamptons international film festival (1), orcas island film festival (1), film festival cologne (1), philadelphia international film festival (1), toronto (1), alexander valley film festival (1), heartland international film festival (1), san diego international film festival (1), vermont international film festival (1), festival internacional de cine de morelia (1), virginia film festival (1), scad savannah film festival (1), mar del plata film festival (1), night visions international film festival (1), cannes film festival week (1), jose ignacio international film festival, uruguay (1), palm springs international film festival (1), re-release (5), black and white version (4), italian speaking region (1), black & white version (3), greek film archive (1), bengaluru international film festival (1), mooov film festival (1), palazzo reale (1), milan (1), sofia film festival (1), transylvania international film festival (1), fortezza del priamar (1), savona (1), reykjavik international film festival (1), vizcaya - fant bilbao (1), dvd premiere (1), internet (1), new horizons international film festival (1), melbourne international film festival (1)"
Dark Phoenix,"hollywood, california (1), premiere (1), blank (61), limited (1)"
Toy Story 4,"los angeles, california (1), premiere (2), annecy international animation film festival (1), london (1), blank (68), limited (1), tv release (1)"
Annabelle Comes Home,"cinepocalypse (1), los angeles, california (1), premiere (1), blank (67), dvd premiere (1)"
Yesterday,"tribeca film festival (1), montclair film festival (1), chicago critics film festival (1), oak cliff film festival (2), seattle international film festival (1), cabourg film festival (1), sydney film festival (1), edinburgh international film festival (1), blank (59), karlovy vary international film festival (1), munich international film festival (1), dvd premiere (1), film by the sea film festival (1)"
Spider-Man: Far From Home,"los angeles, california (1), premiere (1), blank (67), extended version (1), re-release (1), blu-ray release (1)"
Midsommar,"los angeles, california (1), blank (46), barcelona (1), premiere (1), new horizons film festival (1), new zealand international film festival (1), limited (1), motelx - lisbon international horror film festival (1), international film festival cinematik (1), director's cut release (1), director's cut (1), digital, dvd & blu-ray premiere (1), mumbai film festival (1), dvd premiere (1), tv premiere (1)"
Crawl,"blank (57), frightfest (1), internet (1)"
The Farewell,"sundance film festival (1), atlanta film and video festival (1), san francisco international film festival (1), independent film festival of boston (1), sundance london film festival (1), mendocino film festival (1), oak cliff film festival (1), bamcinemafest (1), opening film (1), shanghai international film festival (1), limited (2), galway film fleadh (1), new zealand international film festival (1), jerusalem film festival (1), blank (29), athens film festival (1), zurich film festival (1), filmekimi (1), pac festival (1), gent international film festival (1), american film festival (1), valladolid international film festival (1), hong kong asian film festival (1), stockholm international film festival (1), internet (1), cancelled (1), kyiv (1), american independence film festival (1), blu-ray premiere (1), dvd premiere (1)"
