title,id,vote_average,vote_count,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer,imdb_rating,imdb_votes,poster_path
30 Minutes or Less,62206,5.8,1763,40766,40500000,83,28000000,tt1622547,en,30 Minutes or Less,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",3.4084,A lot can happen in 30 minutes.,"Action, Adventure, Comedy","Columbia Pictures, Red Hour, MRC",United States of America,"English, Deutsch, Español","Staci Lynn Fletcher, Samuel Johnston, Paul Tierney, Wayne Bibbs, Torey Adkins, Fred Ward, Michael Peña, Lucas Fleischer, Matthew Sullivan, Rick Irwin, Danny McBride, Jack Foley, Sam Tedesco, Ilyssa Fradin, Jamaal Hines, David Fleischer, Gary Brichetto, Angelique Sky, Jesse Eisenberg, Nick Swardson, Grace Heemstra, Dilshad Vadsaria, Aziz Ansari, Brett Gelman, Bianca Kajlich, Elizabeth Shapiro, Joseph Lyman, Rebecca Cox",Ruben Fleischer,Jess Hall,Michael Diliberti,"Ben Stiller, Jeremy Kramer, Stuart Cornfeld, Monica Levinson",Ludwig Göransson,6,109259,/pfsNMZcA9aAzvEqdOnq40KwEl7h.jpg
300: Rise of an Empire,53182,6.1,6734,41703,337580051,102,110000000,tt1253863,en,300: Rise of an Empire,"Greek general Themistocles attempts to unite all of Greece by leading the charge that will change the course of the war. Themistocles faces the massive invading Persian forces led by mortal-turned-god, Xerxes and Artemesia, the vengeful commander of the Persian navy.",7.1196,Seize your glory!,"Action, Drama, War","Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Nimar Studios, Warner Bros. Pictures, Cruel & Unusual Films","Bulgaria, United States of America",English,"Ashraf Barhom, Igal Naor, Georgi Stanislavov, Nick Court, Mark Killeen, David Sterne, George Georgiou, Mark Aaron Wagner, Andrew Pleavin, Nancy McCrumb, David Wenham, Christopher Sciueref, Velizar Peev, Christopher Boyer, Wayne Dalglish, Luke Roberts, Peter Ferdinando, Hunter Clowdus, Lena Headey, Peter Mensah, Hans Matheson, Andrew Tiernan, Gregor Truter, Fred Ochs, Farshad Farahat, Atanas Srebrev, Gregory Shelby, Sullivan Stapleton, Kevin Fry-Bowers, Vincent Walsh, Price Carson, Jack O'Connell, Bo Roberts, Velimir Velev, Dimo Alexiev, Ben Turner, Eva Green, Rodrigo Santoro, Caitlin Carmichael, Callan Mulvey, David Pevsner, Dimiter Doichinov, Aleksandar Belovski, Jade Chynoweth, John Michael Herndon, Stefan Ivanov, Steven Cree",Noam Murro,Simon Duggan,"Kurt Johnstad, Frank Miller, Zack Snyder, Jay Oliva","Mark Canton, Gianni Nunnari, Craig J. Flores, Deborah Snyder, Bernie Goldmann, Zack Snyder, Thomas Tull",Tom Holkenborg,6.2,326384,/wYDdWN1McB1Sio4z1dPSkb40Z78.jpg
31,284564,5.4,830,42628,850419,102,1500000,tt3835080,en,31,"Five carnival workers are kidnapped and held hostage in an abandoned, Hell-like compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.",4.8844,Welcome to hell.,"Horror, Thriller","Spectacle Entertainment Group, Windy Hill Pictures, Protagonist Pictures, Bow + Arrow Entertainment, PalmStar Media, Spookshow International Films","United Kingdom, United States of America","Deutsch, English, Español","Ginger Lynn Allen, Andrea Dora, Richard Brake, Kevin Jackson, Michael 'Red Bone' Alcott, Malcolm McDowell, Daniel Roebuck, Sandra Rosko, Butch Von Dreaux, Caleb West, W.F. Bell, Jeff Daniel Phillips, Alyssa Perper, Gabriel Pimentel, Meg Foster, Sheri Moon Zombie, Torsten Voges, Esperanza América, Kara Gibson, Jane Carr, E. G. Daily, Devin Sidell, Pancho Moler, Jermain Hollman, Lawrence Hilton-Jacobs, Tracey Walter, Megan Albertus, Judy Geeson, David Ury, Lew Temple, Shawn Rougeron",Rob Zombie,David Daniel,Rob Zombie,"Rob Zombie, Patrick DePeters, Buddy Patrick, Joe Aliberti, Mike Elliott, Andy Gould, Eddie Vaisman, Kevin Scott Frakes, Alice Xandra Thirteen, Greg Holstein, Michael Sherman, Robert Ogden Barnum, Matthew Helderman, Brian Slagel, Chris Woody McElroy, Matthew Perniciaro, Luke Taylor, Albert T. Dickerson III, Bradley Curneal, Robert Rhine, Blayne Fender","John 5, Zeuss, Bob Marlette, Rob Zombie",5.1,24493,/jHkIIkP4O0vUkSACcizOPZQIiF7.jpg
4.3.2.1,44877,5.5,202,40331,1163967,117,4600000,tt1514041,en,4.3.2.1,"Jo is chained down in a dead end supermarket job while all her friends are all out on their own separate adventures. But a chance encounter with some diamond thieves sends their separate worlds on a collision course with not only each other, but fate itself.",1.2055,"4 Girls, 3 Days, 2 Cities, 1 Chance.....","Action, Thriller, Crime, Romance","Veneration Music, Unstoppable Entertainment, Retro-juice Productions, Atlantic Swiss Productions",United Kingdom,English,"Steven Cree, Alan McKenna, Ben Miller, Ophelia Lovibond, Helen McCrory, Davie Fairbanks, Linzey Cocker, Alexander Siddig, Shanika Warren-Markland, Jo Martin, Emma Roberts, Sean Pertwee, Christopher Whitlow, Gregg Chillin, Laura Whitmore, Tamsin Egerton, Noel Clarke, Adam Deacon, Mandy Patinkin, Andrew Harwood Mills, Ashley Thomas, Freddie Stroma, Eve, Plan B, Kate Magowan, Camille Coduri, Jacob Anderson, Kevin Smith, Susannah Fielding, Michelle Ryan","Mark Davis, Noel Clarke",Franco Pizzino,Noel Clarke,"Steve Milne, Serena Rees, Jordan Lund, Patrick McEnallay, Josh Varney, Dean O'Toole, Baillie Walsh, James Edward Barker, Nick Smith, Gareth Jones, Mick Southworth, Paul W. Baker, Deepak Sikka, Christopher Figg, Noel Clarke, Mark Davis, Mark Foligno, Michael Goldman, Nick Morley, Andrew Boswell, Julian Diamont, Ben Shephard, Johnny Fewings, Stewart Till, Damon Bryant, Andrew Morahan, Robert Whitehouse",Barnaby Robson,5.8,11207,/rEarMWLtn185KElEuZw04pz0wIN.jpg
42,109410,7.2,1893,41376,95020213,128,40000000,tt0453562,en,42,"In 1946, Branch Rickey, owner of the Brooklyn Dodgers, took a stand against Major League Baseball's infamous color line when he signed Jackie Robinson  to the team. The deal put both men in the crosshairs of the public, the press and even other players. Facing unabashed racism from every side, Robinson was forced to demonstrate tremendous courage and let his talent on the field wins over fans and his teammates – silencing his critics and forever changing the world by changing the game of baseball.",3.3561,"In a game divided by color, he made us see greatness.",Drama,Legendary Pictures,United States of America,English,"Friedel Pinkston, Ercell A. Grimes Jr., James Rackley, Jeremy Ray Taylor, Jayson Warner Smith, Andrew B. Roberts, Max Gail, Dwight Houser, Michael H. Cole, Blake Sanders, Denise Moyé, Ryan Merriman, Janet Metzger, Henry Friedman, Maury Covington, Anthony S. Goolsby, James Pickens Jr., Steve Hicks, Matt Clark, Tobias Michael Finn, David Sweeney, Todd Wilson, Holden Hansen, Wayne Hickey, Dax Griffin, Aaron Farb, Jud Tylor, Lucas Black, Ross Hughes, Richard Tavernaro, Joe Knezevich, Dusan Brown, C.J. Nitkowski, Danny Vinson, Marc Gowan, Rhoda Griffis, André Holland, Jamey Holliday, Monnae Michaell, Linc Hand, Thomas Helgeland, Clint O'Brien, Christopher Harvey, Johnny Knight, Hamish Linklater, Barry Suttle, Gino Anthony Pesi, Brad Beyer, Peter Jurasik, Harrison Ford, David Thoms, Colman Domingo, Dan Mengini, Derek Phillips, William Flaman, Kelley Jakle, Scott Callaway, John C. McGinley, Ari Blinder, Brett Cullen, Jesse Luken, Hunter Clowdus, Benjamin C. Graham, Karole Foreman, Jamie Ruehling, Toby Huss, Andrew C. Mullins, Gary Miller, Joe Inscoe, Jimmie L. Coleman, Chadwick Boseman, Nicole Beharie, Jackson Walker, Jon Kohler, Alan Tudyk, Kenny Cook, Daniel Fenlon, Dennis A. Spears, Mark Harelik, T.R. Knight, Christopher Meloni, Cherise Boothe, Lou Criscuolo, Peter MacKenzie",Brian Helgeland,Don Burgess,Brian Helgeland,"Dick Cook, Jason Clark, Thomas Tull, Jon Jashni",Mark Isham,7.5,107334,/iZ7jVGQWj3eBUdqwAPUlKk0BaS2.jpg
47 Meters Down,403119,5.807,2785,42880,62198461,89,5500000,tt2932536,en,47 Meters Down,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.",4.094,No way out. No way up. No chance in hell.,"Horror, Thriller","Lantica Media, Flexibon Films, Dragon Root Securities, Altitude Film Sales, Dimension Films, Entertainment Studios Motion Pictures, Tea Shop & Film Company, The Fyzz","Dominican Republic, United Kingdom, United States of America","English, Español","Mayra Juárez, Claire Holt, Matthew Modine, Chris Johnson, Yani Gellman, Santiago Segura, Axel Mansella, Mandy Moore",Johannes Roberts,Mark Silk,"Johannes Roberts, Ernest Riera","Alastair Burlingham, Harvey Weinstein, Bob Weinstein, Alexandre Aja, Wayne Marc Godfrey, Lee Vandermolen, Robert Jones, Keith Levine, Will Clarke, Andrew Boucher, James Harris, Andy Mayson, Duncan McWilliam, Mark Lane","Andy Milburn, Tom Hajdu, tomandandy",5.6,64487,/2IgdRUTdHyoI3nFORcnnYEKOGIH.jpg
47 Meters Down: Uncaged,480105,5.699,1467,43692,47582563,90,12000000,tt7329656,en,47 Meters Down: Uncaged,"Four teenage girls go on a diving adventure to explore a submerged Mayan city. Once inside, their rush of excitement turns into a jolt of terror as they discover the sunken ruins are a hunting ground for deadly great white sharks. With their air supply steadily dwindling, the friends must navigate the underwater labyrinth of claustrophobic caves and eerie tunnels in search of a way out of their watery hell.",3.9174,Fear runs deep.,"Horror, Thriller","The Fyzz, Entertainment Studios","United Kingdom, United States of America",English,"Corinne Foxx, Davi Santos, Sistine Rose Stallone, Khylin Rhambo, Brianne Tju, Sophie Nélisse, Brec Bassinger, Nia Long, John Corbett",Johannes Roberts,Mark Silk,"Johannes Roberts, Ernest Riera","Johannes Roberts, Mark DeVitre, Robert Jones, Will Clarke, Andrew Boucher, Andy Mayson, Terence Hill, Babak Eftekhari, Chris Charalambous, Mike Runagall, James Harris, Mark Lane, Carolyn Folks, Jennifer Lucas","Andy Milburn, tomandandy, Tom Hajdu",5,33155,/g4z7mDmJmx23vsVg6XNWcnXb6gc.jpg
47 Ronin,64686,6.2,3994,41614,151783839,119,175000000,tt1335975,en,47 Ronin,"Kai—an outcast—joins Oishi, the leader of 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honour to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",2.6814,For courage. For loyalty. For honor.,"Drama, Action, Fantasy","Mid Atlantic Films, Stuber Pictures, Moving Picture Company, H2F Entertainment, Universal Pictures, Relativity Media","Japan, United States of America, United Kingdom","English, 日本語","Junichi Kajioka, Cary-Hiroyuki Tagawa, Takato Yonemoto, Rick Genest, Hiroyuki Sanada, Masashi Fujimoto, Hiroshi Sogabe, Tadanobu Asano, Tanroh Ishida, Masayuki Deai, Jin Akanishi, Ko Shibasaki, Min Tanaka, Rinko Kikuchi, Ron Bottitta, Natsuki Kunimoto, Hiroshi Yamada, Neil Fingleton, Keanu Reeves, Shû Nakajima, Akira Koieyama, Togo Igawa, Yorick van Wageningen, Masayoshi Haneda, Clyde Kusatsu, Haruka Abe",Carl Rinsch,John Mathieson,"Walter Hamada, Chris Morgan, Hossein Amini","Eric McLeod, Scott Stuber, Chris Fenton, Pamela Abdy, Walter Hamada",Ilan Eshkeri,6.2,177666,/xDHnmcroujCRG0ysYQaiswjbyHd.jpg
4x4,575769,6.3,145,43559,1292773,87,3000000,tt8561690,es,4x4,"Buenos Aires, Argentina. A luxurious van is parked on the sidewalk. A man enters with the purpose of stealing whatever he can find, but when he wants to leave, he cannot. The doors do not open, the control panel does not respond: the van has become an armored box and he is trapped like a mouse.",1.5105,Welcome aboard,Thriller,"Mediapro, Televisión Abierta","Argentina, Spain",Español,"Irina Matozza, Lucas Pose, Alejo Ramírez Borella, Ariel Chavarría, Ailén Mazioni, Luis Brandoni, Dady Brieva, Valeria Mitidieri, Noelia Castaño, Peter Lanzani",Mariano Cohn,Kiko de la Rica,"Mariano Cohn, Gastón Duprat","Laura Bruno, Axel Kuschevatzky, Javier Méndez Zori, Jaume Roures, Gastón Duprat",Dante Spinetta,5.7,3108,/4o3Wr0zrYot5Q3rVS7c3YlFOpYJ.jpg
5 Days of War,50601,5.6,203,40700,87793,113,20000000,tt1486193,en,5 Days of War,"An American journalist and his cameraman are caught in the combat zone during the first Russian airstrikes against Georgia. Rescuing Tatia, a young Georgian schoolteacher separated from her family during the attack, the two reporters agree to help reunite her with her family in exchange for serving as their interpreter. As the three attempt to escape to safety, they witness--and document--the devastation from the full-scale crossfire and cold-blooded murder of innocent civilians.",3.1355,Their only weapon is the truth.,"War, Drama","Dispictures, Rex Media, Georgian International Films, Midnight Sun Pictures",United States of America,"English, ქართული, Français","Kenneth Cranham, Lasha Kankava, Heather Graham, Richard Coyle, Alan McKenna, Rick Yudt, Andy García, Val Kilmer, Dean Cain, Sergo Shvedkov, Koka Shanava, Rade Šerbedžija, Kakha Gogidze, Giorgi Tsaava, Anna Walton, Liako Gogidze, Rostom Lortkipanidze, Emmanuelle Chriqui, Mikko Nousiainen, Nika Tserediani, Rupert Friend, Beka Sikharulidze, Zura Tsintsqiladze, Zura Ingorokva, Tornike Bziava, Natia Metreveli, Givi Sikharulidze, Lia Suluashvili, Beqa Tabukashvili, Luke Albright, George Lasha, Giorgi Kipshidze, Steven Robertson, Mikheil Gomiashvili, Kakha Mikiashvili, Ana Imnadze, Gia Kusikashvili, Malkhaz Abuladze, Antje Traue, Natalia Kipshidze, Johnathon Schaech",Renny Harlin,Checco Varese,Mikko Alanne,"Mirza Davitaia, George Lascu, Koba Nakopia, Renny Harlin, Davit Imedashvili",Trevor Rabin,5.6,14576,/hnMThO1o6zyKAY0C3LUmccVg7SU.jpg
6 Souls,41505,6,734,40264,851517,112,22000000,tt1179069,en,6 Souls,A female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.,2.6488,Evil will rise.,"Horror, Mystery, Thriller","NALA Films, Maraci/Edelstein Films, IM Global, Shelter Productions",United States of America,English,"Chaz Moneypenny, KatiAna Davis, Diane Jonardi, Nate Corddry, John Peakes, Rick Applegate, James Howard, Irene Ziegler, Charles David Richards, Michael Graves, Giovanna Yannotti, Stephanie Macdougall, Jeffrey DeMunn, Charles Techman, Tamara Johnson, Steven Rishard, David Dale McCue, Brooklynn Proulx, Michael Mihalich, Julianne Moore, Frances Conroy, Brian Anthony Wilson, Loretta Higgins, Jonathan Rhys Meyers, Jules Sylvester, Joyce Feurring","Björn Stein, Måns Mårlind",Linus Sandgren,Michael Cooney,"Neal Edelstein, Emilio Diez Barroso, Mike Macari, Darlene Caamano Loquet",John Frizzell,6,38563,/q9LsEYMMMlFKZTzSGmoQnKh57WD.jpg
65,700391,6,2672,44987,60730568,92,45000000,tt12261776,en,65,"65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.",6.1405,When past meets future,"Action, Adventure, Science Fiction","Raimi Productions, Beck/Woods, Bron Studios, Columbia Pictures, TSG Entertainment","Canada, United States of America",English,"Adam Driver, Brian Dare, Nika King, Ariana Greenblatt, Chloe Coleman","Bryan Woods, Scott Beck",Salvatore Totino,"Bryan Woods, Scott Beck","Bryan Woods, Scott Beck, Aaron L. Gilbert, Deborah Liebling, Jason Cloth, Sam Raimi, Zainab Azizi, Douglas C. Merrifield",Chris Bacon,5.4,103542,/rzRb63TldOKdKydCvWJM8B6EkPM.jpg
71: Into the Fire,51200,7.5,201,40345,20967660,120,10400000,tt1587729,ko,포화 속으로,"In August 1950, waiting for UN troops to arrive, the South Korean army assembled to protect Nakdong River. Only 71 student-soldiers are left behind to guard the city of Pohang. Now they are on a mission to defend the country from North Korean troops.",2.9929,The day that courage came of age.,War,"Taewon Entertainment, UBU Film, H Plus Communication, Lotte Entertainment, Korean Film Council, CJ Entertainment, Finecut, M-Venture Investment",South Korea,"English, 한국어/조선말","Park Jin-hee, David Lee McInnis, Lee Jong-mun, Park Seo-yeon, Kwon Sang-woo, Ronald G. Roman, Kim Sung-ryung, Kim Seung-woo, Kim Hye-seong, Tak Te-in, Choi Seung-hyun, Jeong Seung-won, Kim Yoon-sung, Yun Seung-hun, Kim Ho-won, Ku Sung-hwan, Mun Jae-won, Shin Hyun-tak, Yeom Hye-ran, Choe Min, Cha Seung-won, Kim Dong-beom",John H. Lee,Choi Chan-min,"John H. Lee, Lee Man-hee, Kim Dong-woo, Chung Tae-won","Myungki Choi, Chung Tae-won",Lee Dong-jun,7.2,6058,/3p8nZAGiw8LT8TFpYOn7uoTUdvI.jpg
80 for Brady,942922,6.279,183,44960,29637811,98,28000000,tt18079362,en,80 for Brady,"Four lifelong friends set out on an unforgettable journey to see their hero Tom Brady play in Super Bowl LI and witness one of the greatest comebacks in sports history, discovering that it's never too late to live life to the fullest. Inspired by a true story.",4.5875,Best friends get into the best kind of trouble.,"Comedy, Drama","199 Productions, Watch This Ready, Fifth Season, Tempesta Films",United States of America,"English, Português, Español","Sara Gilbert, Harry Hamlin, Stevie Baggs Jr., Rebecca Field, Laith Wallschleger, Marc Rebillet, Beth Crosby, Brooke Shepherd, Daniella Covino, Karina Wolfe, Fatimah Hassan, Glynn Turman, Gus Kenworthy, Evan Shafran, Elizabeth Goodfellow, Rita Moreno, Jim Tavaré, Patton Oswalt, Bob Balaban, Katherine Cheng, Lucius Baybak, Ray Buffer, Suzie Riemer, Andy Richter, Jordan Drake, Rob Corddry, Jimmy O. Yang, Angie Simms, Michael Olvera Rodriguez, Danny Amendola, Pason, Alex Bentley, Vishal Patel, John Gearries, Brian Jordan Alvarez, Sally Field, Darrell 'Silver' Hughes, Augustine Perez, Billy Porter, Raymond Ejiofor, Amy Tolsky, Julian Edelman, Derek Schiesel, Guy Fieri, Marshawn Lynch, Bill Kalmenson, Matt Porter, Retta, Vincent Lionetti, Sally Kirkland, Jamaal Lewis, Samuel Taub, Kirby Ellwood, Michael Matera, Bonnie Hellman, Matt Cordova, Tom Brady, Roman Prophet, Josh Cruze, Stephanie Nash, Ron Funches, Nick Lane, Dan Aho, Matt Lauria, Ron G., Lily Tomlin, Rob Gronkowski, Julio Cesar Ruiz, Mellanie Hubert, Noah Staggs, Zina Wilde, Alex Moffat, Charlie Morgan Patton, Amber Chardae Robinson, Jane Fonda",Kyle Marvin,John Toll,"Sarah Haskins, Emily Halpern","Michael Angelo Covino, Jeffrey Stott, Donna Gigliotti, Kyle Marvin, Tom Brady",John Debney,5.9,13704,/qhSFHOS9CeXTqGgmbCi5pteIc6k.jpg
